#true_vals	#preds
0.00210836	0.0017925077
0.001330456	0.0013250854
0.0302612917	0.04721042
7.5639e-06	0.0006955865
0.0376089	0.06016381
0.000935866	0.0014369901
0.0300847	0.03026647
0.000390749	0.0012052474
0.010346	0.003996161
6.00353e-05	0.0011856388
8.35658e-05	0.0009849217
8.40183e-05	0.00091471995
5.70246e-05	0.00082213135
0.000172578	0.0011211303
0.000110745	0.00071516423
0.0164216	0.018828008
0.0114347	0.011565216
