#true_vals	#preds
0.00210836	0.00972687896598581
0.001330456	-0.0015108029783109699
0.0302612917	0.02722860377461581
7.5639e-06	3.626162977259677e-05
0.0376089	0.025265444506733913
0.000935866	0.0025760955535696537
0.0300847	0.03245350983115705
0.0003907	9.44443970459236e-05
0.010346	0.0074534759300604395
6.00353e-05	-5.9467089907551535e-05
8.35658e-05	0.0009395104203844752
8.40183e-05	0.0007298946031869158
5.70246e-05	0.002417304726613423
0.000172578	0.0017851173724793346
0.000110745	1.2967836083713672e-05
0.0164216	0.0240729328384627
0.0114347	0.012563059204552586
