#true_vals	#preds
0.00210836	0.03154134471999994
0.001330456	0.0008898995569999969
0.0302612917	0.03422268143199986
7.5639e-06	0.031591909195999954
0.0376089	0.03612034330799989
0.000935866	0.030870256907999948
0.0300847	0.036795817057999856
0.0003907	0.06006070607399961
0.010346	0.007786945060000046
6.00353e-05	0.0001153707319999999
8.35658e-05	0.0001503299089999997
8.40183e-05	7.424673800000016e-05
5.70246e-05	0.00035822182600000026
0.000172578	0.0008057871639999992
0.000110745	0.0002492186639999999
0.0164216	0.031159579473999992
0.0114347	0.007868931370000005
