#true_vals	#preds
0.00210836	0.0127479
0.001330456	0.000465469
0.0302612917	0.0497658
7.5639e-06	0.0127479
0.0376089	0.0497658
0.000935866	0.00322001
0.0300847	0.0497658
0.0003907	0.00136422
0.010346	0.00776718
6.00353e-05	0.000113721
8.35658e-05	8.931899999999999e-05
8.40183e-05	7.61e-05
5.70246e-05	0.00015964384615384613
0.000172578	0.000309499
0.000110745	0.00027362
0.0164216	0.00166863
0.0114347	0.00776718
