#normRSMH #muT #normGamma #normPulloff
   0.11252	  0.292184	         	0.147337         	0.00989503
  0.149189	  0.845373	         	0.0993749         	3.90485e-05
 0.0602461	 0.0167041	         	0.00110709         	0.000132908
  0.148948	  0.163739	         	0.0810837         	0.0223241
 0.0728313	  0.104554	         	0.023706         	0.00020533
  0.226675	  0.465998	         	0.0228914         	0.000154666
 0.0726128	  0.205284	         	0.0307139         	0.00018919
 0.0890797	  0.149842	         	0.0433394         	0.00135594
  0.225146	  0.624313	         	1.27567         	0.0600162
  0.148825	  0.597435	         	0.0200992         	0.000163097
  0.149002	   0.25281	         	0.0416717         	5.38845e-05
 0.0602461	   0.42685	         	0.210092         	0.000239116
 0.0980339	  0.471399	         	0.122454         	0.000947405
 0.0531116	   1.18368	         	0.0633247         	0.000218869
  0.225373	  0.953381	         	0.0242534         	2.42335e-05
   0.12583	  0.168888	         	0.015286         	8.39827e-05
  0.149003	  0.507432	         	0.512586         	0.0760219
  0.159155	  0.225511	         	0.00698366         	0.0103029
   0.11252	   2.37958	         	0.0938008         	0.000357417
  0.225959	  0.287734	         	0.261994         	0.0799085
 0.0728847	  0.721744	         	0.522463         	0.0127479
   0.11252	   0.19299	         	0.0561072         	0.00594824
 0.0728699	  0.294483	         	0.584415         	0.0927788
  0.225079	  0.790258	         	0.0838726         	0.0032968
  0.146249	   1.05026	         	0.0262263         	0.000836338
 0.0934685	  0.665708	         	0.0390993         	0.00264782
  0.134979	  0.128008	         	0.00186824         	0.00272376
  0.112843	  0.484967	         	0.519409         	0.0649183
 0.0603441	  0.975049	         	0.295568         	0.00111416
 0.0894094	  0.430147	         	1.28977         	0.171207
 0.0605209	  0.191826	         	0.669677         	0.150802
 0.0894047	  0.148099	         	0.208552         	0.094001
  0.149003	  0.152056	         	0.026536         	0.000107585
 0.0763861	   1.46164	         	0.0432385         	0.000127207
 0.0893973	  0.600587	         	0.0958057         	2.86372e-05
 0.0427713	 0.0885264	         	0.0477555         	0.000465469
 0.0893441	  0.155464	         	0.0268693         	0.000188123
 0.0385135	  0.125661	         	0.0310443         	0.000510866
 0.0980339	  0.938319	         	0.173526         	0.000446286
 0.0662229	 0.0695458	         	0.00147045         	0.000665232
  0.148825	  0.329268	         	0.254783         	0.0401236
 0.0858638	   2.81461	         	0.021971         	0.000113721
 0.0893443	  0.336361	         	0.114031         	0.0005041
 0.0728827	   0.21876	         	0.241432         	0.0285587
 0.0728313	   0.17726	         	0.234172         	0.0510765
 0.0406514	  0.216516	         	0.120206         	0.000467597
   0.22508	   3.64867	         	0.185511         	0.0010151
  0.149005	  0.528394	         	0.867505         	0.143415
  0.208383	   1.07912	         	0.0203129         	0.000959
  0.148825	   1.09436	         	0.0793891         	0.000212451
  0.149074	   5.66004	         	0.66874         	0.00192151
  0.226675	   1.38001	         	0.104294         	0.000130657
  0.159155	  0.579781	         	0.00300622         	0.00213757
 0.0450703	  0.541475	         	0.178832         	0.00202901
 0.0890797	  0.581448	         	0.127511         	0.000576925
  0.111252	  0.212349	         	0.00488412         	0.000309499
 0.0763861	  0.374774	         	0.0154219         	0.000288418
  0.112831	  0.440425	         	0.440168         	0.0606174
    0.0893	  0.519202	         	0.370573         	0.0151151
   0.10696	  0.250055	         	0.0160762         	0.00383212
 0.0586953	  0.824332	         	0.0522401         	0.00037506
 0.0822391	  0.459722	         	0.0410107         	0.00028255
 0.0703854	  0.453724	         	0.0352196         	0.00171232
 0.0858638	  0.380256	         	0.00234725         	0.000228278
 0.0330742	 0.0577014	         	0.00669466         	8.15361e-05
  0.149075	  0.630796	         	0.106614         	0.00111761
 0.0892555	  0.713912	         	0.17403         	0.000708152
 0.0703852	  0.479633	         	0.0212425         	0.000992479
 0.0894073	  0.367822	         	0.194865         	0.00606131
 0.0894047	  0.305329	         	1.2252         	0.248171
  0.219446	   3.33293	         	0.0519092         	8.14691e-05
 0.0889826	   5.06478	         	0.0684175         	1.17488e-05
 0.0604715	  0.129218	         	0.10081         	0.00211102
  0.149074	  0.467051	         	0.764029         	0.142121
  0.159155	  0.143322	         	0.000218705         	0.00159074
  0.112774	  0.511477	         	0.126377         	0.00119346
  0.072502	 0.0921836	         	0.0391336         	0.0067208
  0.208383	  0.868294	         	0.073848         	0.00292897
  0.111252	  0.691392	         	0.00547387         	8.80358e-05
   0.11255	  0.309998	         	0.0369151         	0.0024114
 0.0703852	  0.197676	         	0.0068369         	0.00112424
 0.0790625	  0.209715	         	0.0738444         	0.000112893
  0.111252	  0.241126	         	0.0146829         	0.000797944
 0.0571939	 0.0878583	         	0.161002         	0.0578086
 0.0571939	 0.0878583	         	0.161002         	0.0578086
 0.0858638	  0.665114	         	0.0186627         	0.000512134
 0.0546609	  0.102152	         	0.0710476         	0.000417414
  0.031083	   0.16155	         	0.0820883         	0.000461805
 0.0431201	  0.337358	         	0.212142         	0.000659068
 0.0624596	  0.232168	         	0.0870849         	0.00242235
 0.0603441	  0.292522	         	0.726472         	0.0850032
 0.0728313	   0.39529	         	0.406599         	0.026338
  0.148825	  0.158345	         	0.0223311         	0.000780023
  0.149003	  0.219675	         	0.494568         	0.234374
 0.0893797	  0.929342	         	0.412709         	0.00472322
